,log_reg,RidgeClass,AdaBoostClassifier,BaggingClassifier,GradientBoostingClassifier,RandomForestClassifier,LGBMClassifier,XGBClassifier
51506,0,1,0,0,0,0,0,0
51507,0,0,0,0,0,0,0,0
51508,1,1,1,1,1,1,1,1
51509,0,0,0,0,0,0,0,0
51510,1,1,1,1,1,1,1,1
51511,0,0,0,0,0,0,0,0
51512,0,0,0,0,0,0,0,0
51513,0,0,0,0,0,0,0,0
51514,1,1,1,1,1,1,1,1
51515,0,0,0,0,0,0,0,0
51516,0,0,0,0,0,0,0,0
51517,0,1,1,0,1,1,1,1
51518,1,1,1,1,1,1,1,1
51519,0,0,0,0,0,0,0,0
51520,1,1,1,1,1,1,1,1
51521,0,0,0,0,0,0,0,0
51522,0,0,0,0,0,0,0,0
51523,0,0,0,0,0,0,0,0
51524,1,1,1,0,1,1,1,1
51525,1,1,1,1,1,1,1,1
51526,1,1,1,1,1,1,1,1
51527,0,0,0,0,1,0,1,0
51528,0,0,0,0,0,0,0,0
51529,1,1,1,1,1,1,1,1
51530,0,0,0,0,0,0,0,0
51531,1,1,0,1,0,1,0,0
51532,0,0,0,0,0,0,0,0
51533,0,0,0,0,0,0,0,0
51534,0,0,0,0,0,0,0,0
51535,0,0,0,0,0,0,0,0
51536,1,1,1,1,1,1,1,1
51537,1,1,1,1,1,1,1,1
51538,1,1,1,1,1,1,1,1
51539,1,1,1,1,1,1,1,1
51540,0,0,0,0,0,0,0,0
51541,1,1,1,0,1,0,1,1
51542,1,0,1,1,1,0,1,1
51543,0,0,0,0,0,0,0,0
51544,0,0,0,1,0,1,0,0
51545,0,0,0,0,0,0,0,0
51546,0,0,0,0,0,0,0,0
51547,0,0,0,0,0,0,0,0
51548,0,0,0,0,0,0,0,0
51549,0,0,0,0,0,0,0,0
51550,1,1,1,1,1,1,1,1
51551,1,1,1,1,1,1,1,1
51552,0,0,0,0,0,0,0,0
51553,1,1,1,1,1,1,1,1
51554,1,1,1,1,1,1,1,1
51555,1,1,1,1,1,1,1,1
51556,0,0,0,0,0,0,0,0
51557,1,1,1,1,1,1,1,1
51558,0,0,0,0,0,0,0,0
51559,0,0,0,0,0,0,0,0
51560,0,0,0,0,0,0,0,0
51561,1,1,1,1,1,1,1,1
51562,1,0,1,1,1,1,1,0
51563,0,0,0,0,0,0,0,0
51564,0,0,0,0,0,0,0,0
51565,1,1,0,1,0,1,0,0
51566,0,0,0,0,0,0,0,0
51567,1,1,1,1,1,1,1,1
51568,0,0,0,0,0,0,0,0
51569,1,1,1,1,1,1,1,1
51570,0,0,0,0,0,0,0,0
51571,1,1,1,1,1,1,1,1
51572,0,0,0,0,0,0,0,0
51573,1,1,1,1,1,1,1,1
51574,1,1,1,1,1,1,1,1
51575,1,1,1,1,1,1,1,1
51576,0,0,0,0,0,0,0,0
51577,1,0,1,1,1,1,1,1
51578,0,0,0,0,0,0,0,0
51579,0,0,0,0,0,0,0,0
51580,0,0,0,0,0,0,0,0
51581,1,1,1,1,1,1,1,1
51582,1,1,1,1,1,1,1,1
51583,1,1,1,1,1,1,1,1
51584,0,0,0,0,0,0,0,0
51585,1,1,1,1,1,1,1,1
51586,0,0,0,0,0,0,0,0
51587,0,0,0,0,0,0,0,0
51588,1,1,1,1,1,1,1,1
51589,0,0,0,0,0,0,0,0
51590,1,1,1,1,1,1,1,1
51591,1,1,0,0,1,0,0,0
51592,0,0,0,0,0,0,0,0
51593,0,0,0,0,0,0,0,0
51594,0,1,0,0,1,0,0,0
51595,0,0,0,0,0,0,0,0
51596,0,0,0,0,0,0,0,0
51597,0,0,0,0,0,0,0,0
51598,0,0,0,0,0,0,0,0
51599,0,1,0,0,0,0,0,0
51600,1,1,1,1,1,1,1,1
51601,1,1,1,1,1,1,1,1
51602,0,0,0,0,0,0,0,0
51603,0,0,0,0,0,0,0,0
51604,0,0,0,0,0,0,0,0
51605,0,0,0,0,0,0,0,0
51606,0,0,0,0,0,0,0,0
51607,1,1,1,1,1,1,1,0
51608,1,1,1,1,1,1,1,1
51609,0,0,0,0,0,0,0,0
51610,1,1,1,1,1,1,1,1
51611,0,0,0,0,0,0,0,0
51612,1,1,1,1,1,1,1,1
51613,0,0,0,0,0,0,0,0
51614,1,1,0,0,1,0,1,1
51615,0,0,0,0,0,0,0,0
51616,0,0,0,0,0,0,0,0
51617,0,0,1,0,1,0,1,0
51618,0,0,0,0,0,0,0,0
51619,1,1,1,1,1,1,1,1
51620,1,1,1,1,1,1,1,1
51621,0,0,0,0,0,0,0,0
51622,1,1,1,1,1,1,1,1
51623,0,0,0,0,0,0,0,0
51624,0,0,0,0,1,1,1,1
51625,1,1,1,1,1,1,1,1
51626,1,1,1,1,1,1,1,1
51627,0,0,0,0,0,0,0,0
51628,0,0,0,0,0,0,0,0
51629,0,0,0,0,0,0,0,0
51630,1,1,1,1,1,1,1,1
51631,1,1,1,1,1,1,1,1
51632,1,1,1,1,1,1,1,1
51633,0,0,0,0,0,0,0,0
51634,0,0,0,0,0,0,0,0
51635,0,0,0,0,0,0,0,0
51636,1,1,1,1,1,1,1,1
51637,0,0,0,0,0,0,0,0
51638,1,1,1,1,1,1,1,1
51639,0,0,0,0,0,0,0,0
51640,1,1,1,1,1,1,1,1
51641,0,1,0,0,0,0,0,0
51642,1,1,1,1,1,1,1,1
51643,0,0,0,0,0,0,0,0
51644,0,0,0,0,0,0,0,0
51645,1,0,1,1,1,1,1,1
51646,0,0,0,0,0,0,0,0
51647,1,1,1,1,1,1,1,1
51648,1,1,1,1,1,1,1,1
51649,0,0,0,0,0,0,0,0
51650,0,0,0,0,0,0,0,0
51651,1,1,1,0,1,1,1,1
51652,0,0,0,0,0,0,0,0
51653,0,0,0,0,0,0,0,0
51654,1,1,1,1,1,1,1,1
51655,0,0,0,0,0,0,0,0
51656,1,1,1,1,1,1,1,1
51657,1,1,1,1,1,1,1,1
51658,0,0,0,0,0,0,0,0
51659,0,0,1,0,1,0,1,1
51660,0,0,0,0,0,0,0,0
51661,1,1,1,1,1,1,1,1
51662,0,0,0,0,0,0,0,0
51663,0,0,0,0,0,0,0,0
51664,0,0,0,0,0,0,0,0
51665,0,0,0,0,0,0,0,0
51666,1,1,1,1,1,1,1,1
51667,1,1,1,1,1,1,1,1
51668,0,0,0,0,0,0,0,0
51669,0,0,0,0,0,0,0,0
51670,1,1,1,1,1,1,1,1
51671,0,0,0,0,0,0,0,0
51672,0,0,0,0,0,0,0,0
51673,0,0,0,0,0,0,0,0
51674,1,1,1,1,1,1,1,1
51675,1,1,1,1,1,1,1,1
51676,1,1,1,1,1,1,1,1
51677,0,0,0,0,0,0,0,0
51678,0,0,0,0,0,0,0,0
51679,0,0,1,1,1,1,1,1
51680,1,1,1,1,1,1,1,1
51681,1,1,1,1,1,1,1,1
51682,0,0,0,0,0,0,0,0
51683,1,1,1,1,1,1,1,1
51684,1,1,1,1,1,1,1,1
51685,0,0,0,0,0,0,0,0
51686,0,0,0,0,0,0,0,0
51687,1,1,1,1,1,1,1,1
51688,0,0,0,0,0,0,0,0
51689,1,1,0,0,1,0,0,0
51690,1,1,1,1,1,1,1,1
51691,0,0,0,0,1,0,0,0
51692,0,0,0,0,0,0,0,0
51693,1,1,1,1,1,1,1,1
51694,0,0,0,0,0,0,0,0
51695,0,0,0,0,0,0,0,0
51696,1,1,1,1,1,1,1,1
51697,0,0,0,0,0,0,0,0
51698,1,1,1,1,1,1,1,1
51699,1,1,1,1,1,1,1,1
51700,1,1,1,1,1,1,1,1
51701,1,1,1,1,1,1,1,1
51702,0,0,0,0,0,0,0,0
51703,1,1,0,0,0,0,0,0
51704,0,0,0,0,0,0,0,0
51705,0,0,0,0,0,0,0,0
51706,0,0,0,0,0,0,0,0
51707,0,0,0,0,0,0,0,0
51708,1,1,1,1,1,1,1,1
51709,1,1,1,1,1,1,1,1
51710,0,0,0,0,0,0,0,0
51711,1,1,1,1,1,1,1,1
51712,1,1,1,1,1,1,1,1
51713,0,1,0,0,0,0,0,0
51714,0,0,0,0,0,0,0,0
51715,0,0,0,0,0,0,0,0
51716,0,0,0,0,0,0,0,0
51717,1,1,1,1,1,1,1,1
51718,0,0,0,0,0,0,0,0
51719,1,1,1,1,1,1,1,1
51720,1,1,1,1,1,1,1,1
51721,1,1,1,1,1,1,1,1
51722,1,0,0,0,0,0,0,0
51723,0,0,0,0,0,0,0,0
51724,0,0,0,0,0,0,0,0
51725,1,1,1,1,1,1,1,1
51726,0,0,0,0,0,0,0,0
51727,0,0,0,0,0,0,0,0
51728,0,0,0,0,0,0,0,0
51729,1,1,1,1,1,1,1,1
51730,1,1,1,1,1,1,1,1
51731,0,0,0,0,0,0,0,0
51732,1,1,1,1,1,1,1,1
51733,0,0,0,0,0,0,0,0
51734,0,0,0,0,0,0,0,0
51735,0,0,0,0,0,0,0,0
51736,0,0,0,0,0,0,0,0
51737,0,0,0,0,0,0,0,0
51738,0,0,0,0,0,0,0,0
51739,1,1,1,1,1,1,1,1
51740,0,0,0,0,0,0,0,0
51741,0,0,0,0,0,0,0,0
51742,0,1,0,0,0,0,0,0
51743,0,0,0,0,0,0,0,0
51744,0,0,0,0,0,0,0,0
51745,0,0,0,0,0,0,0,0
51746,1,1,1,1,1,1,1,1
51747,0,0,0,0,0,0,0,0
51748,1,1,1,1,1,1,1,1
51749,1,1,0,1,0,1,0,0
51750,0,0,0,0,0,0,0,0
51751,0,0,0,0,0,0,0,0
51752,0,0,0,0,0,0,0,0
51753,1,1,1,1,1,1,1,1
51754,1,1,1,1,1,1,1,1
51755,0,0,0,0,0,0,0,0
51756,0,0,0,0,0,0,0,0
51757,1,1,1,1,1,1,1,1
51758,0,0,0,0,0,0,0,0
51759,1,1,1,1,1,1,1,1
51760,1,1,1,0,1,1,1,1
51761,0,0,0,0,0,0,0,0
51762,0,0,0,0,0,0,0,0
51763,1,1,1,1,1,1,1,1
51764,1,1,1,1,1,1,1,1
51765,1,1,1,0,1,1,1,1
51766,1,0,1,1,1,1,1,1
51767,0,0,0,0,0,0,0,0
51768,1,1,1,1,1,1,1,1
51769,0,0,0,0,0,0,0,0
51770,0,0,0,0,0,0,0,0
51771,0,0,0,0,0,0,0,0
51772,0,0,0,0,0,0,0,0
51773,0,0,0,0,0,0,0,0
51774,1,1,1,1,1,1,1,1
51775,1,1,1,1,1,1,1,1
51776,1,0,1,1,1,1,1,1
51777,1,1,1,1,1,1,1,1
51778,0,0,0,0,0,0,0,0
51779,0,0,0,0,1,0,0,0
51780,0,0,0,0,0,0,0,0
51781,0,0,1,0,1,1,1,1
51782,0,0,0,0,0,0,0,0
51783,1,1,1,1,1,1,1,1
51784,0,0,0,0,0,0,0,0
51785,1,1,1,1,1,1,1,1
51786,1,1,1,1,1,1,1,1
51787,1,1,1,1,1,1,1,1
51788,1,1,0,1,1,1,1,1
51789,0,0,0,0,0,0,0,0
51790,0,0,0,0,1,0,0,0
51791,0,0,0,0,0,0,0,0
51792,1,1,1,0,1,1,1,1
51793,1,1,1,1,1,1,1,1
51794,0,0,0,0,0,0,0,0
51795,0,0,0,0,0,0,0,0
51796,0,0,0,0,0,0,0,0
51797,0,1,0,0,0,0,0,0
51798,0,0,0,0,0,0,0,0
51799,0,0,0,0,0,0,0,0
51800,1,1,1,1,1,1,1,1
51801,1,1,1,1,1,1,1,1
51802,0,0,0,0,0,0,0,0
51803,0,0,0,0,0,0,0,0
51804,0,0,0,0,0,0,0,0
51805,1,1,1,1,1,1,1,1
51806,0,0,0,0,0,0,0,0
51807,0,0,0,0,0,0,0,0
51808,1,1,1,1,1,1,1,1
51809,1,1,1,1,1,1,1,1
51810,0,0,0,0,0,0,0,0
51811,1,1,1,1,1,1,1,1
51812,1,1,1,1,1,1,1,1
51813,0,0,0,0,0,0,0,0
51814,0,0,0,0,0,0,0,0
51815,0,0,0,0,0,0,0,0
51816,0,0,0,0,0,0,0,0
51817,0,0,0,0,1,0,1,1
51818,1,1,1,1,1,1,1,1
51819,1,1,1,1,1,1,1,1
51820,1,0,0,0,0,0,0,0
51821,0,0,0,0,0,0,0,0
51822,1,1,1,1,1,1,1,1
51823,1,1,1,1,1,1,1,1
51824,1,1,1,1,1,1,1,1
51825,1,1,1,1,1,1,1,1
51826,0,0,0,0,0,0,0,0
51827,0,0,0,0,0,0,0,0
51828,1,1,1,1,1,1,1,1
51829,0,0,0,0,0,0,0,0
51830,1,1,1,1,1,1,1,1
51831,1,1,1,1,1,1,1,1
51832,1,1,1,1,1,1,1,1
51833,0,0,0,0,0,0,0,0
51834,1,1,1,1,1,1,1,1
51835,1,1,1,1,1,1,1,1
51836,1,1,1,1,1,1,1,1
51837,0,0,0,0,0,0,0,0
51838,0,0,1,0,1,0,1,1
51839,0,0,0,0,0,0,0,0
51840,0,0,0,0,0,0,0,0
51841,0,0,0,0,0,0,0,0
51842,0,0,0,0,0,0,0,0
51843,1,1,1,1,1,1,1,1
51844,1,1,1,1,1,1,1,1
51845,1,1,1,1,1,1,1,1
51846,0,0,0,0,0,0,0,0
51847,1,1,1,1,1,1,1,1
51848,1,1,1,1,1,1,1,1
51849,0,0,0,0,0,0,0,0
51850,0,0,0,0,0,0,0,0
51851,1,1,1,1,1,1,1,1
51852,0,0,0,0,0,0,0,0
51853,0,0,0,0,0,0,0,0
51854,0,0,0,1,1,1,1,0
51855,0,0,0,0,0,0,0,0
51856,0,0,0,0,0,0,0,0
51857,0,0,0,0,0,0,0,0
51858,0,0,0,0,0,0,0,0
51859,0,0,0,0,0,0,0,0
51860,1,1,1,1,1,1,1,1
51861,0,0,0,0,0,0,0,0
51862,1,1,1,1,1,1,1,1
51863,1,1,1,1,1,1,1,1
51864,0,0,0,0,0,0,0,0
51865,1,1,1,1,1,1,1,1
51866,0,0,0,0,0,0,0,0
51867,0,0,0,0,0,0,0,0
51868,1,1,1,1,1,1,1,1
51869,1,1,1,1,1,1,1,1
51870,1,1,1,1,1,1,1,1
51871,1,1,1,1,1,1,1,1
51872,1,1,1,1,1,1,1,1
51873,0,0,0,0,0,0,0,0
51874,1,1,1,1,1,1,1,1
51875,1,1,1,1,1,1,1,1
51876,1,1,1,0,1,1,1,1
51877,1,1,1,1,1,1,1,1
51878,0,0,0,0,0,0,0,0
51879,0,0,0,0,0,0,0,0
51880,0,0,0,0,0,0,0,0
51881,1,1,1,1,1,1,1,1
51882,0,0,0,0,0,0,0,0
51883,1,1,1,1,1,1,1,1
51884,0,0,0,0,0,0,0,0
51885,1,1,1,1,1,1,1,1
51886,0,0,0,0,0,0,0,0
51887,0,0,0,0,0,0,0,0
51888,1,0,1,1,1,0,1,1
51889,0,0,0,0,0,0,0,0
51890,1,1,1,1,1,1,1,1
51891,1,1,1,1,1,1,1,1
51892,1,1,1,1,1,1,1,1
51893,1,1,1,1,1,1,1,1
51894,0,0,0,0,0,0,0,0
51895,0,0,0,1,0,0,0,0
51896,0,0,0,0,0,0,0,0
51897,0,0,0,0,0,0,0,0
51898,0,0,0,0,0,0,0,0
51899,0,0,0,0,0,0,0,0
51900,0,0,0,0,0,0,0,0
51901,0,0,0,0,0,0,0,0
51902,1,1,1,1,1,1,1,1
51903,0,0,0,0,0,0,0,0
51904,0,0,0,0,0,0,0,0
51905,0,0,0,0,0,0,0,0
51906,0,0,0,0,0,0,0,0
51907,1,1,1,1,1,1,1,1
51908,0,0,0,0,0,0,0,0
51909,0,0,0,1,0,1,0,0
51910,0,0,0,0,0,0,0,0
51911,1,1,1,1,1,1,1,1
51912,0,0,0,0,0,0,0,0
51913,0,0,0,0,0,0,0,0
51914,1,1,1,1,1,1,1,1
51915,0,0,0,0,0,0,0,0
51916,1,1,0,0,1,0,0,0
51917,0,0,0,0,0,0,0,0
51918,1,1,1,1,1,1,1,1
51919,0,0,0,0,0,0,0,0
51920,1,1,1,1,1,1,1,1
51921,1,1,1,0,1,1,1,1
51922,1,1,1,1,1,1,1,1
51923,0,0,0,0,1,0,0,0
51924,1,1,1,1,1,1,1,1
51925,0,0,0,0,0,0,0,0
51926,0,0,0,0,0,0,0,0
51927,1,1,1,1,1,1,1,1
51928,0,0,0,0,0,0,0,0
51929,0,0,0,0,0,0,0,0
51930,0,0,0,0,0,0,0,0
51931,1,1,1,1,1,1,1,1
51932,0,0,0,0,0,0,0,0
51933,1,1,1,1,1,1,1,1
51934,0,0,0,0,0,0,0,0
51935,0,0,0,0,0,0,0,0
51936,0,1,0,0,1,0,0,0
51937,1,1,1,1,1,1,1,1
51938,1,1,1,1,1,1,1,1
51939,1,1,0,0,1,0,1,0
51940,1,1,1,1,1,1,1,1
51941,0,0,0,0,0,0,0,0
51942,1,1,1,1,1,1,1,1
51943,0,0,0,0,0,0,0,0
51944,0,0,1,1,1,1,1,1
51945,1,1,1,1,1,1,1,1
51946,0,0,0,0,0,0,0,0
51947,0,0,0,0,0,0,0,0
51948,1,1,1,0,1,1,1,1
51949,1,1,1,1,1,1,1,1
51950,0,0,0,0,0,0,0,0
51951,1,1,1,1,1,1,1,1
51952,1,1,1,1,1,1,1,1
51953,0,0,0,0,0,0,0,0
51954,0,0,0,0,0,0,0,0
51955,0,0,0,1,0,1,1,0
51956,1,1,1,1,1,1,1,1
51957,0,0,0,0,0,0,0,0
51958,0,0,0,0,0,0,0,0
51959,1,1,1,1,1,1,1,1
51960,1,1,1,1,1,1,1,1
51961,0,0,0,0,0,0,0,0
51962,1,1,1,1,1,1,1,1
51963,0,0,0,0,0,0,0,0
51964,0,0,0,0,0,0,0,0
51965,0,0,0,0,0,0,0,0
51966,0,0,0,0,0,0,0,0
51967,1,1,1,1,1,1,1,1
51968,0,0,0,0,0,0,0,0
51969,0,0,0,0,0,0,0,0
51970,0,0,0,0,0,0,0,0
51971,1,1,1,1,1,1,1,1
51972,0,1,0,0,0,0,0,0
51973,1,1,1,1,1,1,0,0
51974,0,0,0,0,0,0,0,0
51975,1,1,1,1,1,1,1,1
51976,1,1,1,1,1,1,1,1
51977,0,0,0,0,0,0,0,0
51978,1,1,1,1,1,1,1,1
51979,0,0,0,0,0,0,0,0
51980,0,0,0,0,0,0,0,0
51981,0,1,0,0,1,0,0,0
51982,1,1,1,1,1,1,1,1
51983,1,1,1,1,1,1,1,1
51984,0,0,0,0,0,0,0,0
51985,1,1,1,1,1,1,1,1
51986,0,0,0,0,0,0,0,0
51987,1,1,1,1,1,1,1,1
51988,0,0,0,0,0,0,0,0
51989,0,0,0,0,0,0,0,0
51990,0,0,0,0,0,0,0,0
51991,1,0,0,1,1,0,1,1
51992,0,0,0,0,0,0,0,0
51993,1,1,1,1,1,1,1,1
51994,1,1,1,1,1,1,1,1
51995,0,1,0,0,0,0,0,0
51996,0,0,0,0,0,0,0,0
51997,0,0,0,0,0,0,0,0
51998,1,1,0,0,0,1,0,0
51999,0,0,0,0,0,0,0,0
52000,1,1,1,1,1,1,1,1
52001,0,0,0,0,0,0,0,0
52002,1,1,1,1,1,1,1,1
52003,1,1,1,1,1,1,1,1
52004,0,0,0,0,0,0,0,0
52005,0,0,0,0,0,0,0,0
52006,1,1,0,1,1,1,1,1
52007,1,1,1,1,1,1,1,1
52008,1,1,1,1,1,1,1,0
52009,1,1,1,1,1,1,1,1
52010,0,0,0,0,0,0,0,0
52011,0,0,0,0,0,0,0,0
52012,0,0,0,0,0,0,0,0
52013,0,0,0,0,0,0,0,0
52014,0,0,0,0,0,0,0,0
52015,0,0,0,0,0,0,1,0
52016,0,0,0,0,0,0,0,0
52017,1,1,1,1,1,1,1,1
52018,1,1,1,1,1,1,1,1
52019,1,1,1,0,1,1,1,1
52020,0,0,0,0,0,0,0,0
52021,0,0,0,0,0,0,0,0
52022,1,1,1,1,1,1,1,1
52023,1,1,1,1,1,1,1,1
52024,0,0,0,0,0,0,0,0
52025,0,0,0,0,1,0,0,0
52026,0,0,0,0,0,0,0,0
52027,0,0,0,0,0,0,0,0
52028,0,0,0,0,1,0,1,1
52029,0,0,0,0,0,0,1,1
52030,1,1,1,1,1,1,1,1
52031,1,1,1,1,1,1,1,1
52032,0,0,0,0,0,0,0,0
52033,0,0,0,0,0,0,0,0
52034,0,0,0,0,0,0,0,0
52035,0,0,0,0,0,0,0,0
52036,0,0,0,0,0,0,0,0
52037,1,1,1,1,1,1,1,1
52038,0,0,0,0,0,0,0,0
52039,0,0,0,0,0,0,0,0
52040,0,0,0,0,0,0,0,0
52041,1,1,1,1,1,1,1,1
52042,0,0,0,0,0,0,0,0
52043,0,0,0,0,0,0,0,0
52044,0,0,0,0,0,0,0,0
52045,1,1,1,1,1,0,0,0
52046,0,0,0,0,0,0,0,0
52047,0,0,0,0,0,0,0,0
52048,0,0,0,0,0,0,0,0
52049,0,0,0,1,0,1,0,0
52050,0,0,0,0,0,0,0,0
52051,1,0,0,1,1,1,1,0
52052,1,1,1,1,1,1,1,1
52053,0,0,0,0,1,1,1,1
52054,1,1,1,1,1,1,1,1
52055,1,1,1,1,1,1,1,1
52056,1,1,1,1,1,1,1,1
52057,0,0,0,0,0,0,0,0
52058,1,1,1,1,1,1,1,1
52059,1,1,1,1,1,1,1,1
52060,0,0,0,0,0,0,0,0
52061,0,0,0,0,0,0,0,0
52062,0,0,0,0,0,0,0,0
52063,0,0,0,0,0,0,0,0
52064,0,0,0,0,0,0,0,0
52065,0,0,0,0,0,0,0,0
52066,0,0,0,0,0,0,0,0
52067,0,0,0,0,0,0,0,0
52068,1,1,1,1,1,1,1,1
52069,0,0,0,0,0,0,0,0
52070,1,1,0,0,1,0,1,1
52071,0,0,0,0,0,0,0,0
52072,0,0,0,0,0,0,0,0
52073,0,0,0,0,0,0,0,0
52074,1,1,1,1,1,1,1,1
52075,1,1,1,1,1,1,1,1
52076,1,0,1,1,1,0,1,1
52077,0,0,0,0,0,0,0,0
52078,1,1,1,1,1,1,1,1
52079,1,1,1,1,1,1,1,1
52080,0,0,0,0,0,0,0,0
52081,1,1,1,1,1,1,1,1
52082,1,1,1,1,1,1,1,1
52083,1,1,1,1,1,1,1,1
52084,1,1,1,1,1,1,1,1
52085,0,0,0,0,0,0,0,0
52086,0,0,0,0,0,0,0,0
52087,0,0,0,0,0,0,0,0
52088,1,1,1,1,1,1,1,1
52089,1,1,1,1,1,1,1,1
52090,0,0,0,0,0,0,0,0
52091,0,0,0,0,0,0,0,0
52092,0,0,0,0,0,0,0,0
52093,1,1,1,1,1,1,1,1
52094,0,0,0,0,0,0,0,0
52095,1,1,1,1,1,1,1,1
52096,0,0,0,0,0,0,0,0
52097,0,0,0,0,0,0,0,0
52098,1,1,1,1,1,1,1,1
52099,1,1,1,1,1,1,1,1
52100,0,0,0,0,0,0,0,0
52101,0,0,0,0,0,0,0,0
52102,1,1,1,1,1,1,1,1
52103,0,0,0,0,0,0,0,0
52104,1,1,1,1,1,1,1,1
52105,0,0,0,0,0,0,0,0
52106,0,0,0,0,0,0,0,0
52107,1,1,1,1,1,1,1,1
52108,0,0,0,0,0,0,0,0
52109,0,0,0,0,0,0,0,0
52110,0,0,0,0,0,0,0,0
52111,0,0,0,0,0,0,0,0
52112,0,0,0,0,0,0,0,0
52113,0,0,0,0,0,0,0,0
52114,0,0,0,0,0,0,0,0
52115,0,0,0,0,0,0,0,0
52116,1,1,1,1,1,1,1,1
52117,1,1,1,1,1,1,1,1
52118,1,1,1,1,1,1,1,1
52119,1,1,1,1,1,1,1,1
52120,1,1,1,1,1,1,1,1
52121,0,0,0,0,0,0,0,0
52122,1,1,1,1,1,1,1,1
52123,0,0,0,0,0,0,0,0
52124,0,0,0,0,0,0,0,0
52125,0,0,0,0,0,0,0,0
52126,1,1,1,1,1,1,1,1
52127,0,0,0,0,0,0,0,0
52128,1,0,0,1,0,1,0,0
52129,0,0,0,0,0,0,0,0
52130,0,0,0,0,0,0,0,0
52131,0,0,0,0,0,0,0,0
52132,1,1,1,1,1,1,1,1
52133,1,1,1,1,1,1,1,1
52134,0,0,0,0,0,0,0,0
52135,1,1,1,0,1,1,1,1
52136,1,1,1,1,1,1,1,1
52137,0,0,0,0,0,0,0,0
52138,1,1,1,1,1,1,1,1
52139,0,0,0,0,0,0,0,0
52140,1,1,1,1,1,1,1,1
52141,0,0,0,0,0,0,0,0
52142,1,1,1,1,1,1,1,1
52143,1,1,1,1,1,1,0,0
52144,0,0,0,0,0,0,0,0
52145,1,1,1,1,1,1,1,1
52146,0,0,0,0,0,0,0,0
52147,0,0,0,0,0,0,0,0
52148,1,1,1,1,1,1,1,1
52149,1,1,1,1,1,1,1,1
52150,0,0,0,0,0,0,0,0
52151,0,0,0,0,0,0,0,0
52152,0,0,0,0,0,0,0,0
52153,1,1,1,1,1,1,1,1
52154,0,0,0,0,0,0,0,0
52155,0,0,0,0,0,0,0,0
52156,1,1,1,1,1,1,1,1
52157,0,0,0,0,0,0,0,0
52158,0,0,0,1,0,0,0,0
52159,0,0,0,0,0,0,0,0
52160,0,0,0,0,0,0,0,0
52161,0,0,0,0,0,0,0,0
52162,1,1,1,1,1,1,1,1
52163,1,1,1,1,1,1,1,1
52164,0,0,0,0,0,0,0,0
52165,1,1,1,1,1,1,1,1
52166,1,1,1,1,1,1,1,1
52167,0,0,0,0,0,0,0,0
52168,1,1,1,1,1,1,1,1
52169,0,0,0,0,0,0,0,0
52170,0,0,0,0,0,0,0,0
52171,0,0,0,0,0,0,0,0
52172,1,1,0,0,1,0,0,1
52173,0,0,0,0,0,0,0,0
52174,0,0,0,0,0,0,0,0
52175,0,0,0,0,0,0,0,0
52176,1,0,1,1,1,1,1,1
52177,0,0,0,0,0,0,0,0
52178,1,1,1,0,1,1,1,1
52179,0,0,0,0,0,0,0,0
52180,0,0,0,0,0,0,0,0
52181,0,0,0,0,0,0,0,0
52182,1,1,1,1,1,1,1,1
52183,0,0,0,0,0,0,0,0
52184,1,1,1,1,1,1,1,1
52185,0,1,0,0,0,0,0,0
52186,1,1,1,1,1,1,1,1
52187,0,0,0,0,0,0,0,0
52188,1,1,1,1,1,1,1,1
52189,0,0,0,0,0,0,0,0
52190,0,0,0,0,1,0,1,0
52191,1,1,0,1,0,1,0,0
52192,0,0,0,0,0,0,0,0
52193,1,1,1,1,1,1,1,1
52194,0,0,0,0,0,0,0,0
52195,1,1,1,1,1,1,1,1
52196,0,1,0,0,0,0,0,0
52197,0,0,0,0,0,0,0,0
52198,0,0,0,0,0,0,0,0
52199,0,0,0,0,0,0,0,0
52200,1,1,1,1,1,1,1,1
52201,1,1,1,1,1,1,1,1
52202,1,1,0,1,0,1,0,0
52203,0,1,0,0,0,0,0,0
52204,1,1,1,1,1,1,1,1
52205,0,0,0,0,0,0,0,0
52206,1,1,1,1,1,1,1,1
52207,0,0,0,0,0,0,0,0
52208,1,1,1,1,1,1,1,1
52209,1,1,1,0,1,1,1,1
52210,0,0,0,0,0,0,0,0
52211,0,0,0,0,0,0,0,0
52212,0,0,0,0,0,0,0,0
52213,0,0,0,0,0,0,0,0
52214,1,1,1,1,1,1,1,1
52215,0,0,0,0,0,0,0,0
52216,0,0,0,0,0,0,0,0
52217,1,1,1,1,1,1,1,1
52218,1,1,1,1,1,1,1,1
52219,0,1,0,0,0,0,0,0
52220,0,0,0,0,0,0,0,0
52221,0,0,0,0,0,0,0,0
52222,1,1,1,1,1,1,1,1
52223,0,0,0,0,0,1,0,0
52224,0,0,0,0,0,0,0,0
52225,0,0,0,0,0,0,0,0
52226,1,0,1,0,1,0,1,1
52227,0,0,0,0,0,0,0,0
52228,1,1,1,1,1,1,1,1
52229,1,0,1,1,1,1,1,1
52230,0,0,0,0,0,0,0,0
52231,0,0,0,0,0,0,0,0
52232,0,1,0,0,0,0,0,0
52233,0,0,0,0,0,0,0,0
52234,0,0,0,0,0,0,0,0
52235,0,0,0,0,0,0,0,0
52236,0,0,0,0,0,0,0,0
52237,1,1,1,1,1,1,1,1
52238,0,0,0,0,0,0,0,0
